序号,回测期号,回测方法,回测期数,回测结果排名,回测结果值,下期期号,下期后区开奖号,是否正确,正确的球,正确率
375,26046,倒数3期两球组合,30,第1名,10,26047,11 6,否,,0%
376,26046,倒数3期两球组合,30,最后1名,2,26047,11 6,否,,0%
377,26046,倒数4期两球组合,30,第1名,2,26047,11 6,否,,0%
378,26046,倒数4期两球组合,30,最后1名,10,26047,11 6,否,,0%
379,26046,倒数5期两球组合,30,第1名,12,26047,11 6,否,,0%
380,26046,倒数5期两球组合,30,最后1名,8 9,26047,11 6,否,,0%
381,26046,最新一期两球组合,20,第1名,1 2 9,26047,11 6,否,,0%
382,26046,最新一期两球组合,20,最后1名,12,26047,11 6,否,,0%
383,26046,倒数2期两球组合,20,第1名,10,26047,11 6,否,,0%
384,26046,倒数2期两球组合,20,最后1名,4,26047,11 6,否,,0%
385,26046,倒数3期两球组合,20,第1名,6,26047,11 6,是,6,100.0%
386,26046,倒数3期两球组合,20,最后1名,2,26047,11 6,否,,0%
387,26046,倒数4期两球组合,20,第1名,2,26047,11 6,否,,0%
388,26046,倒数4期两球组合,20,最后1名,10,26047,11 6,否,,0%
389,26046,倒数5期两球组合,20,第1名,12,26047,11 6,否,,0%
390,26046,倒数5期两球组合,20,最后1名,8,26047,11 6,否,,0%
391,26046,最新一期两球组合,10,第1名,4,26047,11 6,否,,0%
392,26046,最新一期两球组合,10,最后1名,12,26047,11 6,否,,0%
393,26046,倒数2期两球组合,10,第1名,10,26047,11 6,否,,0%
394,26046,倒数2期两球组合,10,最后1名,3,26047,11 6,否,,0%
395,26046,倒数3期两球组合,10,第1名,3 10,26047,11 6,否,,0%
396,26046,倒数3期两球组合,10,最后1名,8 11,26047,11 6,是,11,50.0%
397,26046,倒数4期两球组合,10,第1名,2,26047,11 6,否,,0%
398,26046,倒数4期两球组合,10,最后1名,8,26047,11 6,否,,0%
399,26046,倒数5期两球组合,10,第1名,12,26047,11 6,否,,0%
400,26046,倒数5期两球组合,10,最后1名,9,26047,11 6,否,,0%
401,26045,最新一期两球组合,50,第1名,1,26046,7 4,否,,0%
402,26045,最新一期两球组合,50,最后1名,12,26046,7 4,否,,0%
403,26045,倒数2期两球组合,50,第1名,1,26046,7 4,否,,0%
404,26045,倒数2期两球组合,50,最后1名,3,26046,7 4,否,,0%
405,26045,倒数3期两球组合,50,第1名,6,26046,7 4,否,,0%
406,26045,倒数3期两球组合,50,最后1名,3,26046,7 4,否,,0%
407,26045,倒数4期两球组合,50,第1名,4,26046,7 4,是,4,100.0%
408,26045,倒数4期两球组合,50,最后1名,2 11,26046,7 4,否,,0%
409,26045,倒数5期两球组合,50,第1名,4,26046,7 4,是,4,100.0%
410,26045,倒数5期两球组合,50,最后1名,10,26046,7 4,否,,0%
411,26045,最新一期两球组合,30,第1名,2,26046,7 4,否,,0%
412,26045,最新一期两球组合,30,最后1名,10,26046,7 4,否,,0%
413,26045,倒数2期两球组合,30,第1名,4,26046,7 4,是,4,100.0%
414,26045,倒数2期两球组合,30,最后1名,3,26046,7 4,否,,0%
415,26045,倒数3期两球组合,30,第1名,8,26046,7 4,否,,0%
416,26045,倒数3期两球组合,30,最后1名,1,26046,7 4,否,,0%
417,26045,倒数4期两球组合,30,第1名,4,26046,7 4,是,4,100.0%
418,26045,倒数4期两球组合,30,最后1名,11,26046,7 4,否,,0%
419,26045,倒数5期两球组合,30,第1名,12,26046,7 4,否,,0%
420,26045,倒数5期两球组合,30,最后1名,3 11,26046,7 4,否,,0%
421,26045,最新一期两球组合,20,第1名,1,26046,7 4,否,,0%
422,26045,最新一期两球组合,20,最后1名,12,26046,7 4,否,,0%
423,26045,倒数2期两球组合,20,第1名,5,26046,7 4,否,,0%
424,26045,倒数2期两球组合,20,最后1名,6,26046,7 4,否,,0%
425,26045,倒数3期两球组合,20,第1名,5,26046,7 4,否,,0%
426,26045,倒数3期两球组合,20,最后1名,4 11,26046,7 4,是,4,50.0%
427,26045,倒数4期两球组合,20,第1名,4,26046,7 4,是,4,100.0%
428,26045,倒数4期两球组合,20,最后1名,11,26046,7 4,否,,0%
429,26045,倒数5期两球组合,20,第1名,2 4 10,26046,7 4,是,4,33.3%
430,26045,倒数5期两球组合,20,最后1名,9 11,26046,7 4,否,,0%
431,26045,最新一期两球组合,10,第1名,2,26046,7 4,否,,0%
432,26045,最新一期两球组合,10,最后1名,12,26046,7 4,否,,0%
433,26045,倒数2期两球组合,10,第1名,8,26046,7 4,否,,0%
434,26045,倒数2期两球组合,10,最后1名,11,26046,7 4,否,,0%
435,26045,倒数3期两球组合,10,第1名,3,26046,7 4,否,,0%
436,26045,倒数3期两球组合,10,最后1名,6 12,26046,7 4,否,,0%
437,26045,倒数4期两球组合,10,第1名,8,26046,7 4,否,,0%
438,26045,倒数4期两球组合,10,最后1名,5 11,26046,7 4,否,,0%
439,26045,倒数5期两球组合,10,第1名,2,26046,7 4,否,,0%
440,26045,倒数5期两球组合,10,最后1名,7,26046,7 4,是,7,100.0%
441,26044,最新一期两球组合,50,第1名,7,26045,4 7,是,7,100.0%
442,26044,最新一期两球组合,50,最后1名,5,26045,4 7,否,,0%
443,26044,倒数2期两球组合,50,第1名,4 6,26045,4 7,是,4,50.0%
444,26044,倒数2期两球组合,50,最后1名,8,26045,4 7,否,,0%
445,26044,倒数3期两球组合,50,第1名,2,26045,4 7,否,,0%
446,26044,倒数3期两球组合,50,最后1名,3 4 5 8 11,26045,4 7,是,4,20.0%
447,26044,倒数4期两球组合,50,第1名,11,26045,4 7,否,,0%
448,26044,倒数4期两球组合,50,最后1名,12,26045,4 7,否,,0%
449,26044,倒数5期两球组合,50,第1名,6 7,26045,4 7,是,7,50.0%
450,26044,倒数5期两球组合,50,最后1名,2 3,26045,4 7,否,,0%
451,26044,最新一期两球组合,30,第1名,2,26045,4 7,否,,0%
452,26044,最新一期两球组合,30,最后1名,4,26045,4 7,是,4,100.0%
453,26044,倒数2期两球组合,30,第1名,4,26045,4 7,是,4,100.0%
454,26044,倒数2期两球组合,30,最后1名,8,26045,4 7,否,,0%
455,26044,倒数3期两球组合,30,第1名,10,26045,4 7,否,,0%
456,26044,倒数3期两球组合,30,最后1名,2,26045,4 7,否,,0%
457,26044,倒数4期两球组合,30,第1名,11,26045,4 7,否,,0%
458,26044,倒数4期两球组合,30,最后1名,10,26045,4 7,否,,0%
459,26044,倒数5期两球组合,30,第1名,6,26045,4 7,否,,0%
460,26044,倒数5期两球组合,30,最后1名,9,26045,4 7,否,,0%
461,26044,最新一期两球组合,20,第1名,2,26045,4 7,否,,0%
462,26044,最新一期两球组合,20,最后1名,4,26045,4 7,是,4,100.0%
463,26044,倒数2期两球组合,20,第1名,1,26045,4 7,否,,0%
464,26044,倒数2期两球组合,20,最后1名,8 12,26045,4 7,否,,0%
465,26044,倒数3期两球组合,20,第1名,1 12,26045,4 7,否,,0%
466,26044,倒数3期两球组合,20,最后1名,5 8,26045,4 7,否,,0%
467,26044,倒数4期两球组合,20,第1名,11,26045,4 7,否,,0%
468,26044,倒数4期两球组合,20,最后1名,2 8 10,26045,4 7,否,,0%
469,26044,倒数5期两球组合,20,第1名,3 5,26045,4 7,否,,0%
470,26044,倒数5期两球组合,20,最后1名,9,26045,4 7,否,,0%
471,26044,最新一期两球组合,10,第1名,2 10 11,26045,4 7,否,,0%
472,26044,最新一期两球组合,10,最后1名,4 8 12,26045,4 7,是,4,33.3%
473,26044,倒数2期两球组合,10,第1名,7,26045,4 7,是,7,100.0%
474,26044,倒数2期两球组合,10,最后1名,2,26045,4 7,否,,0%
475,26044,倒数3期两球组合,10,第1名,10,26045,4 7,否,,0%
476,26044,倒数3期两球组合,10,最后1名,2 8,26045,4 7,否,,0%
477,26044,倒数4期两球组合,10,第1名,11,26045,4 7,否,,0%
478,26044,倒数4期两球组合,10,最后1名,12,26045,4 7,否,,0%
479,26044,倒数5期两球组合,10,第1名,5 6 8,26045,4 7,否,,0%
480,26044,倒数5期两球组合,10,最后1名,12,26045,4 7,否,,0%
481,26043,最新一期两球组合,50,第1名,10,26044,10 7,是,10,100.0%
482,26043,最新一期两球组合,50,最后1名,8 9,26044,10 7,否,,0%
483,26043,倒数2期两球组合,50,第1名,7,26044,10 7,是,7,100.0%
484,26043,倒数2期两球组合,50,最后1名,4 12,26044,10 7,否,,0%
485,26043,倒数3期两球组合,50,第1名,10,26044,10 7,是,10,100.0%
486,26043,倒数3期两球组合,50,最后1名,2,26044,10 7,否,,0%
487,26043,倒数4期两球组合,50,第1名,2,26044,10 7,否,,0%
488,26043,倒数4期两球组合,50,最后1名,1 10,26044,10 7,是,10,50.0%
489,26043,倒数5期两球组合,50,第1名,9,26044,10 7,否,,0%
490,26043,倒数5期两球组合,50,最后1名,10 12,26044,10 7,是,10,50.0%
491,26043,最新一期两球组合,30,第1名,11,26044,10 7,否,,0%
492,26043,最新一期两球组合,30,最后1名,3 10,26044,10 7,是,10,50.0%
493,26043,倒数2期两球组合,30,第1名,1,26044,10 7,否,,0%
494,26043,倒数2期两球组合,30,最后1名,4,26044,10 7,否,,0%
495,26043,倒数3期两球组合,30,第1名,11,26044,10 7,否,,0%
496,26043,倒数3期两球组合,30,最后1名,2,26044,10 7,否,,0%
497,26043,倒数4期两球组合,30,第1名,6,26044,10 7,否,,0%
498,26043,倒数4期两球组合,30,最后1名,8,26044,10 7,否,,0%
499,26043,倒数5期两球组合,30,第1名,9,26044,10 7,否,,0%
500,26043,倒数5期两球组合,30,最后1名,10,26044,10 7,是,10,100.0%
501,26043,最新一期两球组合,20,第1名,11,26044,10 7,否,,0%
502,26043,最新一期两球组合,20,最后1名,3,26044,10 7,否,,0%
503,26043,倒数2期两球组合,20,第1名,10,26044,10 7,是,10,100.0%
504,26043,倒数2期两球组合,20,最后1名,8,26044,10 7,否,,0%
505,26043,倒数3期两球组合,20,第1名,3 8,26044,10 7,否,,0%
506,26043,倒数3期两球组合,20,最后1名,5,26044,10 7,否,,0%
507,26043,倒数4期两球组合,20,第1名,3,26044,10 7,否,,0%
508,26043,倒数4期两球组合,20,最后1名,6 8,26044,10 7,否,,0%
509,26043,倒数5期两球组合,20,第1名,3,26044,10 7,否,,0%
510,26043,倒数5期两球组合,20,最后1名,10,26044,10 7,是,10,100.0%
511,26043,最新一期两球组合,10,第1名,12,26044,10 7,否,,0%
512,26043,最新一期两球组合,10,最后1名,2 3 5 6,26044,10 7,否,,0%
513,26043,倒数2期两球组合,10,第1名,10,26044,10 7,是,10,100.0%
514,26043,倒数2期两球组合,10,最后1名,8,26044,10 7,否,,0%
515,26043,倒数3期两球组合,10,第1名,7,26044,10 7,是,7,100.0%
516,26043,倒数3期两球组合,10,最后1名,3 4 5,26044,10 7,否,,0%
517,26043,倒数4期两球组合,10,第1名,3,26044,10 7,否,,0%
518,26043,倒数4期两球组合,10,最后1名,1,26044,10 7,否,,0%
519,26043,倒数5期两球组合,10,第1名,3,26044,10 7,否,,0%
520,26043,倒数5期两球组合,10,最后1名,6,26044,10 7,否,,0%
521,26042,最新一期两球组合,50,第1名,11,26043,11 12,是,11,100.0%
522,26042,最新一期两球组合,50,最后1名,2,26043,11 12,否,,0%
523,26042,倒数2期两球组合,50,第1名,6 8,26043,11 12,否,,0%
524,26042,倒数2期两球组合,50,最后1名,5 7,26043,11 12,否,,0%
525,26042,倒数3期两球组合,50,第1名,10,26043,11 12,否,,0%
526,26042,倒数3期两球组合,50,最后1名,1 2 4 8,26043,11 12,否,,0%
527,26042,倒数4期两球组合,50,第1名,4,26043,11 12,否,,0%
528,26042,倒数4期两球组合,50,最后1名,1 3 10,26043,11 12,否,,0%
529,26042,倒数5期两球组合,50,第1名,10,26043,11 12,否,,0%
530,26042,倒数5期两球组合,50,最后1名,2 8,26043,11 12,否,,0%
531,26042,最新一期两球组合,30,第1名,6,26043,11 12,否,,0%
532,26042,最新一期两球组合,30,最后1名,10,26043,11 12,否,,0%
533,26042,倒数2期两球组合,30,第1名,6,26043,11 12,否,,0%
534,26042,倒数2期两球组合,30,最后1名,7,26043,11 12,否,,0%
535,26042,倒数3期两球组合,30,第1名,3,26043,11 12,否,,0%
536,26042,倒数3期两球组合,30,最后1名,5,26043,11 12,否,,0%
537,26042,倒数4期两球组合,30,第1名,11 12,26043,11 12,是,11 12,100.0%
538,26042,倒数4期两球组合,30,最后1名,1 10,26043,11 12,否,,0%
539,26042,倒数5期两球组合,30,第1名,9 10,26043,11 12,否,,0%
540,26042,倒数5期两球组合,30,最后1名,2,26043,11 12,否,,0%
541,26042,最新一期两球组合,20,第1名,6,26043,11 12,否,,0%
542,26042,最新一期两球组合,20,最后1名,1 10,26043,11 12,否,,0%
543,26042,倒数2期两球组合,20,第1名,9,26043,11 12,否,,0%
544,26042,倒数2期两球组合,20,最后1名,1 7,26043,11 12,否,,0%
545,26042,倒数3期两球组合,20,第1名,10,26043,11 12,否,,0%
546,26042,倒数3期两球组合,20,最后1名,2,26043,11 12,否,,0%
547,26042,倒数4期两球组合,20,第1名,11,26043,11 12,是,11,100.0%
548,26042,倒数4期两球组合,20,最后1名,9 12,26043,11 12,是,12,50.0%
549,26042,倒数5期两球组合,20,第1名,1,26043,11 12,否,,0%
550,26042,倒数5期两球组合,20,最后1名,2 4,26043,11 12,否,,0%
551,26042,最新一期两球组合,10,第1名,6,26043,11 12,否,,0%
552,26042,最新一期两球组合,10,最后1名,11,26043,11 12,是,11,100.0%
553,26042,倒数2期两球组合,10,第1名,9,26043,11 12,否,,0%
554,26042,倒数2期两球组合,10,最后1名,11,26043,11 12,是,11,100.0%
555,26042,倒数3期两球组合,10,第1名,4,26043,11 12,否,,0%
556,26042,倒数3期两球组合,10,最后1名,1 2 5 9,26043,11 12,否,,0%
557,26042,倒数4期两球组合,10,第1名,10,26043,11 12,否,,0%
558,26042,倒数4期两球组合,10,最后1名,1 3,26043,11 12,否,,0%
559,26042,倒数5期两球组合,10,第1名,9 10,26043,11 12,否,,0%
560,26042,倒数5期两球组合,10,最后1名,4,26043,11 12,否,,0%
561,26041,最新一期两球组合,50,第1名,4 9,26042,8 3,否,,0%
562,26041,最新一期两球组合,50,最后1名,3 11,26042,8 3,是,3,50.0%
563,26041,倒数2期两球组合,50,第1名,10,26042,8 3,否,,0%
564,26041,倒数2期两球组合,50,最后1名,9 11,26042,8 3,否,,0%
565,26041,倒数3期两球组合,50,第1名,10,26042,8 3,否,,0%
566,26041,倒数3期两球组合,50,最后1名,12,26042,8 3,否,,0%
567,26041,倒数4期两球组合,50,第1名,7,26042,8 3,否,,0%
568,26041,倒数4期两球组合,50,最后1名,4,26042,8 3,否,,0%
569,26041,倒数5期两球组合,50,第1名,2,26042,8 3,否,,0%
570,26041,倒数5期两球组合,50,最后1名,6,26042,8 3,否,,0%
571,26041,最新一期两球组合,30,第1名,4,26042,8 3,否,,0%
572,26041,最新一期两球组合,30,最后1名,8,26042,8 3,是,8,100.0%
573,26041,倒数2期两球组合,30,第1名,9,26042,8 3,否,,0%
574,26041,倒数2期两球组合,30,最后1名,12,26042,8 3,否,,0%
575,26041,倒数3期两球组合,30,第1名,10,26042,8 3,否,,0%
576,26041,倒数3期两球组合,30,最后1名,2 3,26042,8 3,是,3,50.0%
577,26041,倒数4期两球组合,30,第1名,12,26042,8 3,否,,0%
578,26041,倒数4期两球组合,30,最后1名,4,26042,8 3,否,,0%
579,26041,倒数5期两球组合,30,第1名,10,26042,8 3,否,,0%
580,26041,倒数5期两球组合,30,最后1名,6,26042,8 3,否,,0%
581,26041,最新一期两球组合,20,第1名,4,26042,8 3,否,,0%
582,26041,最新一期两球组合,20,最后1名,8,26042,8 3,是,8,100.0%
583,26041,倒数2期两球组合,20,第1名,5,26042,8 3,否,,0%
584,26041,倒数2期两球组合,20,最后1名,12,26042,8 3,否,,0%
585,26041,倒数3期两球组合,20,第1名,12,26042,8 3,否,,0%
586,26041,倒数3期两球组合,20,最后1名,3,26042,8 3,是,3,100.0%
587,26041,倒数4期两球组合,20,第1名,1,26042,8 3,否,,0%
588,26041,倒数4期两球组合,20,最后1名,2 5,26042,8 3,否,,0%
589,26041,倒数5期两球组合,20,第1名,2,26042,8 3,否,,0%
590,26041,倒数5期两球组合,20,最后1名,6 7,26042,8 3,否,,0%
591,26041,最新一期两球组合,10,第1名,4,26042,8 3,否,,0%
592,26041,最新一期两球组合,10,最后1名,3 5 8,26042,8 3,是,3 8,66.7%
593,26041,倒数2期两球组合,10,第1名,2,26042,8 3,否,,0%
594,26041,倒数2期两球组合,10,最后1名,6,26042,8 3,否,,0%
595,26041,倒数3期两球组合,10,第1名,5,26042,8 3,否,,0%
596,26041,倒数3期两球组合,10,最后1名,3,26042,8 3,是,3,100.0%
597,26041,倒数4期两球组合,10,第1名,1,26042,8 3,否,,0%
598,26041,倒数4期两球组合,10,最后1名,3 6,26042,8 3,是,3,50.0%
599,26041,倒数5期两球组合,10,第1名,2,26042,8 3,否,,0%
600,26041,倒数5期两球组合,10,最后1名,9,26042,8 3,否,,0%
601,26040,最新一期两球组合,50,第1名,11,26041,2 6,否,,0%
602,26040,最新一期两球组合,50,最后1名,4,26041,2 6,否,,0%
603,26040,倒数2期两球组合,50,第1名,9,26041,2 6,否,,0%
604,26040,倒数2期两球组合,50,最后1名,4,26041,2 6,否,,0%
605,26040,倒数3期两球组合,50,第1名,5,26041,2 6,否,,0%
606,26040,倒数3期两球组合,50,最后1名,11,26041,2 6,否,,0%
607,26040,倒数4期两球组合,50,第1名,1,26041,2 6,否,,0%
608,26040,倒数4期两球组合,50,最后1名,3,26041,2 6,否,,0%
609,26040,倒数5期两球组合,50,第1名,2,26041,2 6,是,2,100.0%
610,26040,倒数5期两球组合,50,最后1名,6 12,26041,2 6,是,6,50.0%
611,26040,最新一期两球组合,30,第1名,6,26041,2 6,是,6,100.0%
612,26040,最新一期两球组合,30,最后1名,5,26041,2 6,否,,0%
613,26040,倒数2期两球组合,30,第1名,1,26041,2 6,否,,0%
614,26040,倒数2期两球组合,30,最后1名,4,26041,2 6,否,,0%
615,26040,倒数3期两球组合,30,第1名,8,26041,2 6,否,,0%
616,26040,倒数3期两球组合,30,最后1名,10 12,26041,2 6,否,,0%
617,26040,倒数4期两球组合,30,第1名,10,26041,2 6,否,,0%
618,26040,倒数4期两球组合,30,最后1名,6 12,26041,2 6,是,6,50.0%
619,26040,倒数5期两球组合,30,第1名,2,26041,2 6,是,2,100.0%
620,26040,倒数5期两球组合,30,最后1名,1 6,26041,2 6,是,6,50.0%
621,26040,最新一期两球组合,20,第1名,6,26041,2 6,是,6,100.0%
622,26040,最新一期两球组合,20,最后1名,5,26041,2 6,否,,0%
623,26040,倒数2期两球组合,20,第1名,11,26041,2 6,否,,0%
624,26040,倒数2期两球组合,20,最后1名,10,26041,2 6,否,,0%
625,26040,倒数3期两球组合,20,第1名,8,26041,2 6,否,,0%
626,26040,倒数3期两球组合,20,最后1名,11 12,26041,2 6,否,,0%
627,26040,倒数4期两球组合,20,第1名,10,26041,2 6,否,,0%
628,26040,倒数4期两球组合,20,最后1名,2 4 6 12,26041,2 6,是,2 6,50.0%
629,26040,倒数5期两球组合,20,第1名,4,26041,2 6,否,,0%
630,26040,倒数5期两球组合,20,最后1名,9,26041,2 6,否,,0%
631,26040,最新一期两球组合,10,第1名,11,26041,2 6,否,,0%
632,26040,最新一期两球组合,10,最后1名,1 4 9,26041,2 6,否,,0%
633,26040,倒数2期两球组合,10,第1名,6,26041,2 6,是,6,100.0%
634,26040,倒数2期两球组合,10,最后1名,5 8 10,26041,2 6,否,,0%
635,26040,倒数3期两球组合,10,第1名,7,26041,2 6,否,,0%
636,26040,倒数3期两球组合,10,最后1名,4 12,26041,2 6,否,,0%
637,26040,倒数4期两球组合,10,第1名,8 10,26041,2 6,否,,0%
638,26040,倒数4期两球组合,10,最后1名,1 6,26041,2 6,是,6,50.0%
639,26040,倒数5期两球组合,10,第1名,9,26041,2 6,否,,0%
640,26040,倒数5期两球组合,10,最后1名,6,26041,2 6,是,6,100.0%
641,26039,最新一期两球组合,50,第1名,10,26040,8 9,否,,0%
642,26039,最新一期两球组合,50,最后1名,1,26040,8 9,否,,0%
643,26039,倒数2期两球组合,50,第1名,4,26040,8 9,否,,0%
644,26039,倒数2期两球组合,50,最后1名,7,26040,8 9,否,,0%
645,26039,倒数3期两球组合,50,第1名,7,26040,8 9,否,,0%
646,26039,倒数3期两球组合,50,最后1名,10,26040,8 9,否,,0%
647,26039,倒数4期两球组合,50,第1名,10,26040,8 9,否,,0%
648,26039,倒数4期两球组合,50,最后1名,4,26040,8 9,否,,0%
649,26039,倒数5期两球组合,50,第1名,10,26040,8 9,否,,0%
650,26039,倒数5期两球组合,50,最后1名,7,26040,8 9,否,,0%
651,26039,最新一期两球组合,30,第1名,10,26040,8 9,否,,0%
652,26039,最新一期两球组合,30,最后1名,8,26040,8 9,是,8,100.0%
653,26039,倒数2期两球组合,30,第1名,6,26040,8 9,否,,0%
654,26039,倒数2期两球组合,30,最后1名,9,26040,8 9,是,9,100.0%
655,26039,倒数3期两球组合,30,第1名,6,26040,8 9,否,,0%
656,26039,倒数3期两球组合,30,最后1名,4 10,26040,8 9,否,,0%
657,26039,倒数4期两球组合,30,第1名,11,26040,8 9,否,,0%
658,26039,倒数4期两球组合,30,最后1名,5 9,26040,8 9,是,9,50.0%
659,26039,倒数5期两球组合,30,第1名,9,26040,8 9,是,9,100.0%
