序号,回测期号,回测方法,回测期数,回测结果排名,回测结果值,下期期号,下期前区开奖号,是否正确,正确的球,正确率
326,26047,倒数3期两球组合,50,最后1名,9 34,26048,20 17 23 35 11,否,,0%
327,26047,倒数4期两球组合,50,第1名,28,26048,20 17 23 35 11,否,,0%
328,26047,倒数4期两球组合,50,最后1名,25,26048,20 17 23 35 11,否,,0%
329,26047,倒数5期两球组合,50,第1名,29,26048,20 17 23 35 11,否,,0%
330,26047,倒数5期两球组合,50,最后1名,7 9,26048,20 17 23 35 11,否,,0%
331,26047,最新一期两球组合,30,第1名,4,26048,20 17 23 35 11,否,,0%
332,26047,最新一期两球组合,30,最后1名,18,26048,20 17 23 35 11,否,,0%
333,26047,倒数2期两球组合,30,第1名,3,26048,20 17 23 35 11,否,,0%
334,26047,倒数2期两球组合,30,最后1名,35,26048,20 17 23 35 11,是,35,100.0%
335,26047,倒数3期两球组合,30,第1名,20,26048,20 17 23 35 11,是,20,100.0%
336,26047,倒数3期两球组合,30,最后1名,14,26048,20 17 23 35 11,否,,0%
337,26047,倒数4期两球组合,30,第1名,28,26048,20 17 23 35 11,否,,0%
338,26047,倒数4期两球组合,30,最后1名,12 25,26048,20 17 23 35 11,否,,0%
339,26047,倒数5期两球组合,30,第1名,26,26048,20 17 23 35 11,否,,0%
340,26047,倒数5期两球组合,30,最后1名,7 4,26048,20 17 23 35 11,否,,0%
341,26047,最新一期两球组合,20,第1名,28,26048,20 17 23 35 11,否,,0%
342,26047,最新一期两球组合,20,最后1名,18 33,26048,20 17 23 35 11,否,,0%
343,26047,倒数2期两球组合,20,第1名,21,26048,20 17 23 35 11,否,,0%
344,26047,倒数2期两球组合,20,最后1名,34 8 32 31,26048,20 17 23 35 11,否,,0%
345,26047,倒数3期两球组合,20,第1名,20,26048,20 17 23 35 11,是,20,100.0%
346,26047,倒数3期两球组合,20,最后1名,10,26048,20 17 23 35 11,否,,0%
347,26047,倒数4期两球组合,20,第1名,9,26048,20 17 23 35 11,否,,0%
348,26047,倒数4期两球组合,20,最后1名,2 12 25 18,26048,20 17 23 35 11,否,,0%
349,26047,倒数5期两球组合,20,第1名,28,26048,20 17 23 35 11,否,,0%
350,26047,倒数5期两球组合,20,最后1名,22,26048,20 17 23 35 11,否,,0%
351,26047,最新一期两球组合,10,第1名,17,26048,20 17 23 35 11,是,17,100.0%
352,26047,最新一期两球组合,10,最后1名,18 13 34,26048,20 17 23 35 11,否,,0%
353,26047,倒数2期两球组合,10,第1名,21,26048,20 17 23 35 11,否,,0%
354,26047,倒数2期两球组合,10,最后1名,24 31,26048,20 17 23 35 11,否,,0%
355,26047,倒数3期两球组合,10,第1名,20,26048,20 17 23 35 11,是,20,100.0%
356,26047,倒数3期两球组合,10,最后1名,17 4 15 19 10,26048,20 17 23 35 11,是,17,20.0%
357,26047,倒数4期两球组合,10,第1名,7,26048,20 17 23 35 11,否,,0%
358,26047,倒数4期两球组合,10,最后1名,15 25 31,26048,20 17 23 35 11,否,,0%
359,26047,倒数5期两球组合,10,第1名,28,26048,20 17 23 35 11,否,,0%
360,26047,倒数5期两球组合,10,最后1名,7 31 29,26048,20 17 23 35 11,否,,0%
361,26046,最新一期两球组合,50,第1名,34,26047,28 23 20 21 9,否,,0%
362,26046,最新一期两球组合,50,最后1名,25,26047,28 23 20 21 9,否,,0%
363,26046,倒数2期两球组合,50,第1名,33,26047,28 23 20 21 9,否,,0%
364,26046,倒数2期两球组合,50,最后1名,12,26047,28 23 20 21 9,否,,0%
365,26046,倒数3期两球组合,50,第1名,27,26047,28 23 20 21 9,否,,0%
366,26046,倒数3期两球组合,50,最后1名,25,26047,28 23 20 21 9,否,,0%
367,26046,倒数4期两球组合,50,第1名,33,26047,28 23 20 21 9,否,,0%
368,26046,倒数4期两球组合,50,最后1名,10,26047,28 23 20 21 9,否,,0%
369,26046,倒数5期两球组合,50,第1名,33,26047,28 23 20 21 9,否,,0%
370,26046,倒数5期两球组合,50,最后1名,17,26047,28 23 20 21 9,否,,0%
371,26046,最新一期两球组合,30,第1名,21,26047,28 23 20 21 9,是,21,100.0%
372,26046,最新一期两球组合,30,最后1名,33,26047,28 23 20 21 9,否,,0%
373,26046,倒数2期两球组合,30,第1名,33,26047,28 23 20 21 9,否,,0%
374,26046,倒数2期两球组合,30,最后1名,20 17,26047,28 23 20 21 9,是,20,50.0%
375,26046,倒数3期两球组合,30,第1名,14,26047,28 23 20 21 9,否,,0%
376,26046,倒数3期两球组合,30,最后1名,12 35,26047,28 23 20 21 9,否,,0%
377,26046,倒数4期两球组合,30,第1名,13,26047,28 23 20 21 9,否,,0%
378,26046,倒数4期两球组合,30,最后1名,11 29 7 8 10,26047,28 23 20 21 9,否,,0%
379,26046,倒数5期两球组合,30,第1名,18,26047,28 23 20 21 9,否,,0%
380,26046,倒数5期两球组合,30,最后1名,17,26047,28 23 20 21 9,否,,0%
381,26046,最新一期两球组合,20,第1名,34,26047,28 23 20 21 9,否,,0%
382,26046,最新一期两球组合,20,最后1名,33,26047,28 23 20 21 9,否,,0%
383,26046,倒数2期两球组合,20,第1名,33,26047,28 23 20 21 9,否,,0%
384,26046,倒数2期两球组合,20,最后1名,29 20 17,26047,28 23 20 21 9,是,20,33.3%
385,26046,倒数3期两球组合,20,第1名,17,26047,28 23 20 21 9,否,,0%
386,26046,倒数3期两球组合,20,最后1名,25,26047,28 23 20 21 9,否,,0%
387,26046,倒数4期两球组合,20,第1名,33,26047,28 23 20 21 9,否,,0%
388,26046,倒数4期两球组合,20,最后1名,10 21,26047,28 23 20 21 9,是,21,50.0%
389,26046,倒数5期两球组合,20,第1名,1,26047,28 23 20 21 9,否,,0%
390,26046,倒数5期两球组合,20,最后1名,17,26047,28 23 20 21 9,否,,0%
391,26046,最新一期两球组合,10,第1名,18,26047,28 23 20 21 9,否,,0%
392,26046,最新一期两球组合,10,最后1名,33,26047,28 23 20 21 9,否,,0%
393,26046,倒数2期两球组合,10,第1名,33,26047,28 23 20 21 9,否,,0%
394,26046,倒数2期两球组合,10,最后1名,29 14 30,26047,28 23 20 21 9,否,,0%
395,26046,倒数3期两球组合,10,第1名,27,26047,28 23 20 21 9,否,,0%
396,26046,倒数3期两球组合,10,最后1名,25,26047,28 23 20 21 9,否,,0%
397,26046,倒数4期两球组合,10,第1名,1,26047,28 23 20 21 9,否,,0%
398,26046,倒数4期两球组合,10,最后1名,4 10 15,26047,28 23 20 21 9,否,,0%
399,26046,倒数5期两球组合,10,第1名,33,26047,28 23 20 21 9,否,,0%
400,26046,倒数5期两球组合,10,最后1名,7 29 11 15 17,26047,28 23 20 21 9,否,,0%
401,26045,最新一期两球组合,50,第1名,29,26046,13 27 1 33 18,否,,0%
402,26045,最新一期两球组合,50,最后1名,34,26046,13 27 1 33 18,否,,0%
403,26045,倒数2期两球组合,50,第1名,24,26046,13 27 1 33 18,否,,0%
404,26045,倒数2期两球组合,50,最后1名,9,26046,13 27 1 33 18,否,,0%
405,26045,倒数3期两球组合,50,第1名,26,26046,13 27 1 33 18,否,,0%
406,26045,倒数3期两球组合,50,最后1名,28,26046,13 27 1 33 18,否,,0%
407,26045,倒数4期两球组合,50,第1名,23,26046,13 27 1 33 18,否,,0%
408,26045,倒数4期两球组合,50,最后1名,1 18,26046,13 27 1 33 18,是,1 18,100.0%
409,26045,倒数5期两球组合,50,第1名,26,26046,13 27 1 33 18,否,,0%
410,26045,倒数5期两球组合,50,最后1名,17,26046,13 27 1 33 18,否,,0%
411,26045,最新一期两球组合,30,第1名,8,26046,13 27 1 33 18,否,,0%
412,26045,最新一期两球组合,30,最后1名,23,26046,13 27 1 33 18,否,,0%
413,26045,倒数2期两球组合,30,第1名,15,26046,13 27 1 33 18,否,,0%
414,26045,倒数2期两球组合,30,最后1名,34 11,26046,13 27 1 33 18,否,,0%
415,26045,倒数3期两球组合,30,第1名,26,26046,13 27 1 33 18,否,,0%
416,26045,倒数3期两球组合,30,最后1名,32 24,26046,13 27 1 33 18,否,,0%
417,26045,倒数4期两球组合,30,第1名,6,26046,13 27 1 33 18,否,,0%
418,26045,倒数4期两球组合,30,最后1名,9 10 12 18,26046,13 27 1 33 18,是,18,25.0%
419,26045,倒数5期两球组合,30,第1名,26,26046,13 27 1 33 18,否,,0%
420,26045,倒数5期两球组合,30,最后1名,24 27 17,26046,13 27 1 33 18,是,27,33.3%
421,26045,最新一期两球组合,20,第1名,2,26046,13 27 1 33 18,否,,0%
422,26045,最新一期两球组合,20,最后1名,28,26046,13 27 1 33 18,否,,0%
423,26045,倒数2期两球组合,20,第1名,19,26046,13 27 1 33 18,否,,0%
424,26045,倒数2期两球组合,20,最后1名,4 11 3,26046,13 27 1 33 18,否,,0%
425,26045,倒数3期两球组合,20,第1名,26,26046,13 27 1 33 18,否,,0%
426,26045,倒数3期两球组合,20,最后1名,24 1 28,26046,13 27 1 33 18,是,1,33.3%
427,26045,倒数4期两球组合,20,第1名,6,26046,13 27 1 33 18,否,,0%
428,26045,倒数4期两球组合,20,最后1名,18 27,26046,13 27 1 33 18,是,18 27,100.0%
429,26045,倒数5期两球组合,20,第1名,10,26046,13 27 1 33 18,否,,0%
430,26045,倒数5期两球组合,20,最后1名,17,26046,13 27 1 33 18,否,,0%
431,26045,最新一期两球组合,10,第1名,19,26046,13 27 1 33 18,否,,0%
432,26045,最新一期两球组合,10,最后1名,30 9 1 15 16 28,26046,13 27 1 33 18,是,1,16.7%
433,26045,倒数2期两球组合,10,第1名,15,26046,13 27 1 33 18,否,,0%
434,26045,倒数2期两球组合,10,最后1名,27 8,26046,13 27 1 33 18,是,27,50.0%
435,26045,倒数3期两球组合,10,第1名,33,26046,13 27 1 33 18,是,33,100.0%
436,26045,倒数3期两球组合,10,最后1名,28,26046,13 27 1 33 18,否,,0%
437,26045,倒数4期两球组合,10,第1名,6,26046,13 27 1 33 18,否,,0%
438,26045,倒数4期两球组合,10,最后1名,9 32 24 18 31,26046,13 27 1 33 18,是,18,20.0%
439,26045,倒数5期两球组合,10,第1名,26,26046,13 27 1 33 18,否,,0%
440,26045,倒数5期两球组合,10,最后1名,6 24 13 32 21,26046,13 27 1 33 18,是,13,20.0%
441,26044,最新一期两球组合,50,第1名,20,26045,21 33 15 1 26,否,,0%
442,26044,最新一期两球组合,50,最后1名,10,26045,21 33 15 1 26,否,,0%
443,26044,倒数2期两球组合,50,第1名,4,26045,21 33 15 1 26,否,,0%
444,26044,倒数2期两球组合,50,最后1名,19,26045,21 33 15 1 26,否,,0%
445,26044,倒数3期两球组合,50,第1名,12,26045,21 33 15 1 26,否,,0%
446,26044,倒数3期两球组合,50,最后1名,19,26045,21 33 15 1 26,否,,0%
447,26044,倒数4期两球组合,50,第1名,22,26045,21 33 15 1 26,否,,0%
448,26044,倒数4期两球组合,50,最后1名,30,26045,21 33 15 1 26,否,,0%
449,26044,倒数5期两球组合,50,第1名,13,26045,21 33 15 1 26,否,,0%
450,26044,倒数5期两球组合,50,最后1名,20 19,26045,21 33 15 1 26,否,,0%
451,26044,最新一期两球组合,30,第1名,9,26045,21 33 15 1 26,否,,0%
452,26044,最新一期两球组合,30,最后1名,3 5,26045,21 33 15 1 26,否,,0%
453,26044,倒数2期两球组合,30,第1名,22,26045,21 33 15 1 26,否,,0%
454,26044,倒数2期两球组合,30,最后1名,34 19,26045,21 33 15 1 26,否,,0%
455,26044,倒数3期两球组合,30,第1名,8,26045,21 33 15 1 26,否,,0%
456,26044,倒数3期两球组合,30,最后1名,22 19,26045,21 33 15 1 26,否,,0%
457,26044,倒数4期两球组合,30,第1名,22,26045,21 33 15 1 26,否,,0%
458,26044,倒数4期两球组合,30,最后1名,2 23,26045,21 33 15 1 26,否,,0%
459,26044,倒数5期两球组合,30,第1名,33,26045,21 33 15 1 26,是,33,100.0%
460,26044,倒数5期两球组合,30,最后1名,25 31,26045,21 33 15 1 26,否,,0%
461,26044,最新一期两球组合,20,第1名,29,26045,21 33 15 1 26,否,,0%
462,26044,最新一期两球组合,20,最后1名,22,26045,21 33 15 1 26,否,,0%
463,26044,倒数2期两球组合,20,第1名,22,26045,21 33 15 1 26,否,,0%
464,26044,倒数2期两球组合,20,最后1名,16,26045,21 33 15 1 26,否,,0%
465,26044,倒数3期两球组合,20,第1名,22,26045,21 33 15 1 26,否,,0%
466,26044,倒数3期两球组合,20,最后1名,19,26045,21 33 15 1 26,否,,0%
467,26044,倒数4期两球组合,20,第1名,4,26045,21 33 15 1 26,否,,0%
468,26044,倒数4期两球组合,20,最后1名,28 25 23,26045,21 33 15 1 26,否,,0%
469,26044,倒数5期两球组合,20,第1名,8,26045,21 33 15 1 26,否,,0%
470,26044,倒数5期两球组合,20,最后1名,30 17,26045,21 33 15 1 26,否,,0%
471,26044,最新一期两球组合,10,第1名,28,26045,21 33 15 1 26,否,,0%
472,26044,最新一期两球组合,10,最后1名,5 10 24,26045,21 33 15 1 26,否,,0%
473,26044,倒数2期两球组合,10,第1名,26,26045,21 33 15 1 26,是,26,100.0%
474,26044,倒数2期两球组合,10,最后1名,21,26045,21 33 15 1 26,是,21,100.0%
475,26044,倒数3期两球组合,10,第1名,22,26045,21 33 15 1 26,否,,0%
476,26044,倒数3期两球组合,10,最后1名,19,26045,21 33 15 1 26,否,,0%
477,26044,倒数4期两球组合,10,第1名,19,26045,21 33 15 1 26,否,,0%
478,26044,倒数4期两球组合,10,最后1名,33 28 18,26045,21 33 15 1 26,是,33,33.3%
479,26044,倒数5期两球组合,10,第1名,26,26045,21 33 15 1 26,是,26,100.0%
480,26044,倒数5期两球组合,10,最后1名,34,26045,21 33 15 1 26,否,,0%
481,26043,最新一期两球组合,50,第1名,29,26044,3 29 22 8 26,是,29,100.0%
482,26043,最新一期两球组合,50,最后1名,7 4,26044,3 29 22 8 26,否,,0%
483,26043,倒数2期两球组合,50,第1名,5,26044,3 29 22 8 26,否,,0%
484,26043,倒数2期两球组合,50,最后1名,27,26044,3 29 22 8 26,否,,0%
485,26043,倒数3期两球组合,50,第1名,14,26044,3 29 22 8 26,否,,0%
486,26043,倒数3期两球组合,50,最后1名,26 23,26044,3 29 22 8 26,是,26,50.0%
487,26043,倒数4期两球组合,50,第1名,16,26044,3 29 22 8 26,否,,0%
488,26043,倒数4期两球组合,50,最后1名,11 13,26044,3 29 22 8 26,否,,0%
489,26043,倒数5期两球组合,50,第1名,19,26044,3 29 22 8 26,否,,0%
490,26043,倒数5期两球组合,50,最后1名,27,26044,3 29 22 8 26,否,,0%
491,26043,最新一期两球组合,30,第1名,19,26044,3 29 22 8 26,否,,0%
492,26043,最新一期两球组合,30,最后1名,7 22,26044,3 29 22 8 26,是,22,50.0%
493,26043,倒数2期两球组合,30,第1名,19,26044,3 29 22 8 26,否,,0%
494,26043,倒数2期两球组合,30,最后1名,34,26044,3 29 22 8 26,否,,0%
495,26043,倒数3期两球组合,30,第1名,14,26044,3 29 22 8 26,否,,0%
496,26043,倒数3期两球组合,30,最后1名,29,26044,3 29 22 8 26,是,29,100.0%
497,26043,倒数4期两球组合,30,第1名,14,26044,3 29 22 8 26,否,,0%
498,26043,倒数4期两球组合,30,最后1名,33 21,26044,3 29 22 8 26,否,,0%
499,26043,倒数5期两球组合,30,第1名,19,26044,3 29 22 8 26,否,,0%
500,26043,倒数5期两球组合,30,最后1名,27 10,26044,3 29 22 8 26,否,,0%
501,26043,最新一期两球组合,20,第1名,13,26044,3 29 22 8 26,否,,0%
502,26043,最新一期两球组合,20,最后1名,12 24,26044,3 29 22 8 26,否,,0%
503,26043,倒数2期两球组合,20,第1名,19,26044,3 29 22 8 26,否,,0%
504,26043,倒数2期两球组合,20,最后1名,10,26044,3 29 22 8 26,否,,0%
505,26043,倒数3期两球组合,20,第1名,14,26044,3 29 22 8 26,否,,0%
506,26043,倒数3期两球组合,20,最后1名,3 33,26044,3 29 22 8 26,是,3,50.0%
507,26043,倒数4期两球组合,20,第1名,14,26044,3 29 22 8 26,否,,0%
508,26043,倒数4期两球组合,20,最后1名,2 30 34 13,26044,3 29 22 8 26,否,,0%
509,26043,倒数5期两球组合,20,第1名,19,26044,3 29 22 8 26,否,,0%
510,26043,倒数5期两球组合,20,最后1名,10,26044,3 29 22 8 26,否,,0%
511,26043,最新一期两球组合,10,第1名,4,26044,3 29 22 8 26,否,,0%
512,26043,最新一期两球组合,10,最后1名,20,26044,3 29 22 8 26,否,,0%
513,26043,倒数2期两球组合,10,第1名,19,26044,3 29 22 8 26,否,,0%
514,26043,倒数2期两球组合,10,最后1名,23 17,26044,3 29 22 8 26,否,,0%
515,26043,倒数3期两球组合,10,第1名,8,26044,3 29 22 8 26,是,8,100.0%
516,26043,倒数3期两球组合,10,最后1名,34,26044,3 29 22 8 26,否,,0%
517,26043,倒数4期两球组合,10,第1名,14,26044,3 29 22 8 26,否,,0%
518,26043,倒数4期两球组合,10,最后1名,27 23 6 32 17,26044,3 29 22 8 26,否,,0%
519,26043,倒数5期两球组合,10,第1名,12,26044,3 29 22 8 26,否,,0%
520,26043,倒数5期两球组合,10,最后1名,27,26044,3 29 22 8 26,否,,0%
521,26042,最新一期两球组合,50,第1名,29,26043,22 12 14 8 19,否,,0%
522,26042,最新一期两球组合,50,最后1名,22 19,26043,22 12 14 8 19,是,22 19,100.0%
523,26042,倒数2期两球组合,50,第1名,7,26043,22 12 14 8 19,否,,0%
524,26042,倒数2期两球组合,50,最后1名,5 8,26043,22 12 14 8 19,是,8,50.0%
525,26042,倒数3期两球组合,50,第1名,1,26043,22 12 14 8 19,否,,0%
526,26042,倒数3期两球组合,50,最后1名,16,26043,22 12 14 8 19,否,,0%
527,26042,倒数4期两球组合,50,第1名,12,26043,22 12 14 8 19,是,12,100.0%
528,26042,倒数4期两球组合,50,最后1名,13,26043,22 12 14 8 19,否,,0%
529,26042,倒数5期两球组合,50,第1名,1,26043,22 12 14 8 19,否,,0%
530,26042,倒数5期两球组合,50,最后1名,11,26043,22 12 14 8 19,否,,0%
531,26042,最新一期两球组合,30,第1名,1,26043,22 12 14 8 19,否,,0%
532,26042,最新一期两球组合,30,最后1名,13 21,26043,22 12 14 8 19,否,,0%
533,26042,倒数2期两球组合,30,第1名,34,26043,22 12 14 8 19,否,,0%
534,26042,倒数2期两球组合,30,最后1名,5 9 30 19 27,26043,22 12 14 8 19,是,19,20.0%
535,26042,倒数3期两球组合,30,第1名,11,26043,22 12 14 8 19,否,,0%
536,26042,倒数3期两球组合,30,最后1名,3 4,26043,22 12 14 8 19,否,,0%
537,26042,倒数4期两球组合,30,第1名,24,26043,22 12 14 8 19,否,,0%
538,26042,倒数4期两球组合,30,最后1名,23 11,26043,22 12 14 8 19,否,,0%
539,26042,倒数5期两球组合,30,第1名,1,26043,22 12 14 8 19,否,,0%
540,26042,倒数5期两球组合,30,最后1名,11,26043,22 12 14 8 19,否,,0%
541,26042,最新一期两球组合,20,第1名,34,26043,22 12 14 8 19,否,,0%
542,26042,最新一期两球组合,20,最后1名,20 13,26043,22 12 14 8 19,否,,0%
543,26042,倒数2期两球组合,20,第1名,7,26043,22 12 14 8 19,否,,0%
544,26042,倒数2期两球组合,20,最后1名,22,26043,22 12 14 8 19,是,22,100.0%
545,26042,倒数3期两球组合,20,第1名,11,26043,22 12 14 8 19,否,,0%
546,26042,倒数3期两球组合,20,最后1名,4 28 3,26043,22 12 14 8 19,否,,0%
547,26042,倒数4期两球组合,20,第1名,19,26043,22 12 14 8 19,是,19,100.0%
548,26042,倒数4期两球组合,20,最后1名,1,26043,22 12 14 8 19,否,,0%
549,26042,倒数5期两球组合,20,第1名,19,26043,22 12 14 8 19,是,19,100.0%
550,26042,倒数5期两球组合,20,最后1名,11,26043,22 12 14 8 19,否,,0%
551,26042,最新一期两球组合,10,第1名,11,26043,22 12 14 8 19,否,,0%
552,26042,最新一期两球组合,10,最后1名,9 30 34 20 8 19 4 3 13 2 35 18,26043,22 12 14 8 19,是,8 19,16.7%
553,26042,倒数2期两球组合,10,第1名,13,26043,22 12 14 8 19,否,,0%
554,26042,倒数2期两球组合,10,最后1名,12,26043,22 12 14 8 19,是,12,100.0%
555,26042,倒数3期两球组合,10,第1名,7,26043,22 12 14 8 19,否,,0%
556,26042,倒数3期两球组合,10,最后1名,10 28 33 14,26043,22 12 14 8 19,是,14,25.0%
557,26042,倒数4期两球组合,10,第1名,19,26043,22 12 14 8 19,是,19,100.0%
558,26042,倒数4期两球组合,10,最后1名,12 9,26043,22 12 14 8 19,是,12,50.0%
559,26042,倒数5期两球组合,10,第1名,27,26043,22 12 14 8 19,否,,0%
560,26042,倒数5期两球组合,10,最后1名,11 20 24,26043,22 12 14 8 19,否,,0%
561,26041,最新一期两球组合,50,第1名,10,26042,7 2 19 24 13,否,,0%
562,26041,最新一期两球组合,50,最后1名,20,26042,7 2 19 24 13,否,,0%
563,26041,倒数2期两球组合,50,第1名,34,26042,7 2 19 24 13,否,,0%
564,26041,倒数2期两球组合,50,最后1名,15,26042,7 2 19 24 13,否,,0%
565,26041,倒数3期两球组合,50,第1名,27,26042,7 2 19 24 13,否,,0%
566,26041,倒数3期两球组合,50,最后1名,20,26042,7 2 19 24 13,否,,0%
567,26041,倒数4期两球组合,50,第1名,29,26042,7 2 19 24 13,否,,0%
568,26041,倒数4期两球组合,50,最后1名,22,26042,7 2 19 24 13,否,,0%
569,26041,倒数5期两球组合,50,第1名,27,26042,7 2 19 24 13,否,,0%
570,26041,倒数5期两球组合,50,最后1名,28,26042,7 2 19 24 13,否,,0%
571,26041,最新一期两球组合,30,第1名,22,26042,7 2 19 24 13,否,,0%
572,26041,最新一期两球组合,30,最后1名,16,26042,7 2 19 24 13,否,,0%
573,26041,倒数2期两球组合,30,第1名,34,26042,7 2 19 24 13,否,,0%
574,26041,倒数2期两球组合,30,最后1名,12,26042,7 2 19 24 13,否,,0%
575,26041,倒数3期两球组合,30,第1名,34,26042,7 2 19 24 13,否,,0%
576,26041,倒数3期两球组合,30,最后1名,20,26042,7 2 19 24 13,否,,0%
577,26041,倒数4期两球组合,30,第1名,29,26042,7 2 19 24 13,否,,0%
578,26041,倒数4期两球组合,30,最后1名,27 22,26042,7 2 19 24 13,否,,0%
